ID,ID_ORIGINAL,Gender,Foreign_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,Spy,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service,Household_Income
5860,464110,Male,Yes,58,Yes,High,2,1,3,Government,No involvement,No,City,Never,8261
5861,467053,Male,No,22,No,Low,4,0,1,Private company,Some involvement,No,City,Never,14566
5862,467531,Male,Yes,75,Yes,Low,1,0,8,Self-employed,No involvement,No,City,Never,9522
5863,464930,Male,No,25,No,Low,2,0,2,Student,No involvement,Yes,Country-side,Never,7000
5864,463322,Female,Yes,72,Yes,High,4,1,2,Self-employed,No involvement,Yes,City,Never,8261
5865,465386,Male,No,36,Yes,Low,2,1,2,Private company,Unknown,Yes,City,Never,7000
5866,460983,Male,Yes,38,No,High,4,0,1,Government,No involvement,No,City,Never,7000
5867,459058,Male,No,40,Yes,Low,4,0,1,Private company,Unknown,Yes,City,Never,8261
5868,465002,Female,Yes,88,Yes,High,2,1,5,Self-employed,No involvement,No,City,Never,8261
5869,466478,Female,Yes,51,Yes,Average,4,1,2,Private company,Unknown,Yes,City,Never,7000
5870,464216,Male,Yes,51,Yes,High,3,0,2,Private company,Unknown,No,City,Never,7000
5871,459041,Male,Yes,62,Yes,Low,1,0,7,Private company,Unknown,No,City,Never,17088
5872,461626,Male,Yes,68,Yes,High,2,1,4,Public company,No involvement,No,City,Never,7000
5873,467684,Male,No,40,Yes,Low,3,0,2,Private company,Some involvement,Yes,City,Never,17088
5874,467793,Male,No,18,No,Low,4,0,1,Private company,Some involvement,No,City,Never,10783
5875,464801,Male,No,40,No,Low,1,0,4,Student,No involvement,Yes,Country-side,Never,8261
5876,461922,Male,Yes,70,No,High,3,1,3,Self-employed,No involvement,Yes,City,Intervention in Syria,7000
5877,462505,Male,Yes,40,No,Low,4,0,1,Public company,No involvement,Yes,Country-side,Never,7000
5878,462994,Female,Yes,39,No,Average,3,1,2,Private company,Unknown,No,City,Never,7000
5879,462700,Male,Yes,38,Yes,Average,4,1,1,Private company,Unknown,No,City,Never,7000
5880,461057,Male,Yes,46,Yes,High,4,1,2,Private company,Unknown,Yes,City,Never,7000
5881,461395,Male,No,21,No,Low,3,0,1,Government,No involvement,Yes,City,Never,12044
5882,462759,Male,No,22,No,Low,5,0,1,Private company,Some involvement,Yes,City,Never,7000
5883,461994,Male,Yes,18,No,Low,2,0,1,Government,No involvement,No,City,Never,19610
5884,462767,Male,No,21,No,Low,4,0,1,Private company,Some involvement,No,City,Never,9522
5885,461458,Female,No,40,Yes,Low,1,1,4,Private company,Unknown,No,City,Never,14566
5886,465807,Female,No,42,Yes,Low,1,1,5,Private company,Unknown,Yes,City,Never,8261
5887,462282,Male,No,29,No,Low,3,0,1,Private company,Some involvement,No,City,Never,8261
5888,462255,Male,Yes,73,Yes,High,3,1,3,Public company,No involvement,No,City,Never,8261
5889,464056,Female,Yes,65,Yes,Average,2,1,4,Private company,Unknown,No,City,Never,7000
5890,459670,Female,Yes,39,Yes,Average,2,1,2,Private company,Strong involvement,No,City,Never,15827
5891,463501,Male,Yes,52,Yes,High,2,1,3,Public company,No involvement,No,City,Never,7000
5892,465572,Male,No,32,No,Low,1,0,4,Government,No involvement,Yes,Country-side,Never,13305
5893,464393,Female,Yes,82,Yes,High,2,0,5,Self-employed,No involvement,No,City,Never,8261
5894,460886,Male,No,37,Yes,Low,1,1,4,Private company,Unknown,No,City,Never,7000
5895,464102,Female,Yes,63,Yes,Average,3,1,3,Private company,Unknown,No,City,Never,15827
5896,467265,Female,No,28,No,Low,3,1,1,Private company,Some involvement,Yes,Country-side,Never,8261
5897,464382,Female,Yes,55,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
5898,467340,Female,Yes,77,Yes,High,2,1,4,Self-employed,No involvement,No,City,Never,7000
5899,461121,Male,No,28,No,Low,4,0,1,Government,No involvement,Yes,City,Never,7000
5900,463151,Male,Yes,60,Yes,Low,1,0,6,Private company,Unknown,Yes,City,Never,8261
5901,461809,Male,No,30,Yes,Low,2,0,2,Government,No involvement,No,City,Never,10783
5902,464030,Male,No,18,No,Low,4,0,1,Private company,Strong involvement,No,City,Never,8261
5903,465774,Female,No,26,Yes,Low,4,0,1,Government,No involvement,No,City,Never,18349
5904,461370,Male,No,26,Yes,Low,3,0,1,Government,No involvement,No,City,Never,8261
5905,466598,Female,Yes,45,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,18349
5906,464239,Female,Yes,42,No,Average,3,0,2,Private company,Unknown,No,City,Never,7000
5907,462954,Female,Yes,48,Yes,Low,1,0,5,Nothing,No involvement,No,City,Never,22132
5908,460706,Female,No,27,No,Low,6,0,1,Private company,No involvement,Yes,Country-side,Never,14566
5909,459688,Male,No,52,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,10783
5910,462669,Female,Yes,40,Yes,High,6,0,1,Private company,Strong involvement,No,City,Never,7000
5911,463680,Female,No,39,No,Low,3,0,2,Private company,No involvement,Yes,City,Never,8261
5912,459088,Female,No,20,No,Low,5,0,1,Private company,Some involvement,No,City,Never,8261
5913,465425,Female,No,31,No,Low,4,1,1,Private company,No involvement,No,City,Never,8261
5914,467263,Female,No,32,No,Low,1,0,4,Student,No involvement,Yes,Country-side,Never,7000
5915,465682,Male,Yes,39,Yes,Low,4,0,1,Private company,Unknown,Yes,Country-side,Never,7000
5916,466148,Male,Yes,39,No,Average,4,1,1,Private company,Strong involvement,No,City,Never,7000
5917,465968,Female,No,35,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,19610
5918,462089,Female,Yes,42,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
5919,464596,Female,Yes,35,Yes,Low,2,1,2,Public company,No involvement,No,City,Never,7000
5920,460234,Female,No,20,No,Low,6,0,1,Private company,Some involvement,Yes,City,Never,12044
5921,467145,Female,Yes,52,Yes,Average,3,1,2,Government,No involvement,No,City,Never,8261
5922,467129,Female,,49,No,Average,3,0,2,Student,No involvement,Yes,Country-side,Never,8261
5923,467013,Male,Yes,66,Yes,High,2,1,4,Public company,No involvement,No,City,Never,7000
5924,465822,Female,Yes,52,Yes,Average,5,1,2,Private company,No involvement,Yes,Country-side,Never,8261
5925,466391,Female,Yes,58,Yes,Average,,0,,Private company,No involvement,No,City,Never,7000
5926,459525,Female,Yes,62,Yes,High,3,1,3,Private company,Unknown,No,City,Never,7000
5927,464641,Female,Yes,65,Yes,Low,6,0,2,Self-employed,No involvement,Yes,City,Intervention in Syria,9522
5928,462248,Male,Yes,55,No,Low,2,1,3,Private company,Unknown,No,City,Never,7000
5929,463174,Female,Yes,58,Yes,Low,1,0,6,Private company,No involvement,Yes,City,Never,8261
5930,460557,Female,No,36,Yes,Low,1,1,4,Student,No involvement,Yes,City,Never,18349
5931,466267,Male,Yes,26,Yes,Average,3,0,1,Private company,Strong involvement,Yes,City,Never,7000
5932,459346,Male,Yes,47,Yes,Average,5,1,1,Public company,No involvement,Yes,City,Never,7000
5933,463133,Male,Yes,47,No,Average,4,1,2,Private company,Unknown,No,City,Never,8261
5934,458994,Male,Yes,38,Yes,Average,4,1,1,Private company,Some involvement,No,City,Never,17088
5935,466818,Male,Yes,82,No,High,2,1,5,Public company,No involvement,No,City,Never,7000
5936,462350,Male,Yes,35,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,8261
5937,464235,Female,Yes,59,No,Average,4,1,2,Private company,No involvement,No,City,Never,7000
5938,464052,Male,No,36,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,7000
5939,461760,Male,Yes,82,Yes,High,2,1,5,Private company,Unknown,No,City,Never,7000
5940,459431,Male,Yes,68,No,Low,2,0,4,Private company,Unknown,No,City,Never,7000
5941,465087,Male,No,29,Yes,Low,4,1,1,Government,No involvement,No,City,Never,8261
5942,459869,Female,No,23,No,Low,3,0,1,Private company,Some involvement,No,City,Never,8261
5943,464307,Female,Yes,50,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,8261
5944,463892,Male,No,38,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,18349
5945,465157,Male,Yes,42,Yes,Average,4,1,2,Private company,Strong involvement,No,City,Never,10783
5946,459668,Male,Yes,32,No,Average,3,1,2,,,No,City,Never,13305
5947,466701,Male,Yes,48,Yes,Low,3,1,2,Nothing,No involvement,No,City,Never,19610
5948,462604,Female,Yes,38,No,Average,3,0,2,Government,No involvement,Yes,Country-side,Never,8261
5949,460797,Male,Yes,47,Yes,Low,1,0,5,Private company,Unknown,Yes,City,Never,12044
5950,465272,Male,Yes,39,Yes,High,6,1,1,Public company,No involvement,No,City,Never,7000
5951,464834,Male,Yes,51,No,Low,4,0,2,Public company,No involvement,Yes,Country-side,Never,8261
5952,463180,Male,Yes,36,Yes,Low,3,1,2,Private company,Unknown,Yes,City,Never,7000
5953,464091,Male,Yes,74,Yes,High,3,0,3,Self-employed,No involvement,No,City,Never,7000
5954,463666,Male,No,27,Yes,Low,6,0,1,Public company,No involvement,No,City,Never,7000
5955,462883,Female,Yes,28,Yes,Low,4,0,1,Private company,Unknown,No,City,Never,17088
5956,465481,Female,No,28,No,Low,4,1,1,Private company,Unknown,Yes,Country-side,Never,8261
5957,461042,Male,No,19,No,Low,,0,,Private company,Some involvement,Yes,Country-side,Never,7000
5958,462852,Male,Yes,42,No,Low,3,0,2,Private company,No involvement,No,City,Never,18349
5959,463767,Male,Yes,32,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,18349
5960,461601,Male,Yes,36,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,7000
5961,467044,Female,No,35,Yes,Low,1,0,4,Student,No involvement,Yes,City,Intervention in Iraq,7000
5962,463111,Female,No,42,Yes,Low,3,0,2,Private company,No involvement,No,City,Never,14566
5963,466751,Female,No,20,,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
5964,467687,Male,No,38,Yes,Low,4,0,1,Private company,Strong involvement,No,City,Never,7000
5965,463875,Male,Yes,53,Yes,Low,3,0,2,Private company,Strong involvement,Yes,City,Never,8261
5966,465830,Female,Yes,52,No,Average,7,0,1,,,Yes,Country-side,Never,15827
5967,459764,Male,Yes,48,Yes,Average,2,1,3,Private company,Unknown,,,,8261
5968,462716,Male,No,33,No,Low,2,0,2,Private company,Strong involvement,Yes,Country-side,Never,14566
5969,460061,Male,No,45,Yes,Low,1,0,5,Student,No involvement,Yes,City,Never,7000
5970,462868,Male,Yes,36,No,Average,4,0,1,Private company,Strong involvement,Yes,Country-side,Never,7000
5971,460590,Male,Yes,37,Yes,Average,3,1,2,Private company,Unknown,Yes,City,Never,7000
5972,459497,Female,Yes,80,Yes,Low,1,1,8,Self-employed,No involvement,No,City,Never,7000
5973,460215,Male,Yes,48,Yes,Low,1,0,5,Private company,Strong involvement,No,City,Never,18349
5974,467506,Female,No,38,Yes,Low,1,0,4,Private company,Some involvement,Yes,Country-side,Never,7000
5975,463914,Female,Yes,27,No,Low,2,0,2,Private company,Unknown,No,City,Never,7000
5976,464092,Female,Yes,59,Yes,Average,5,1,2,Private company,Unknown,No,City,Never,7000
5977,464502,Male,Yes,35,Yes,Average,2,0,2,Private company,Some involvement,No,City,Never,14566
5978,467057,Female,No,50,No,Low,2,0,3,Private company,Strong involvement,No,City,Never,17088
5979,466053,Female,No,25,No,Low,1,0,3,Government,No involvement,Yes,Country-side,Never,9522
5980,460013,Female,No,68,No,Low,3,0,3,,,Yes,City,Intervention in Iraq,9522
5981,465293,Female,Yes,47,Yes,High,5,1,1,Private company,Unknown,,,,8261
5982,463772,Female,No,31,No,Low,3,0,2,Private company,Some involvement,No,City,Never,8261
5983,466193,Male,Yes,84,No,Low,1,0,9,Self-employed,No involvement,No,City,Never,7000
5984,465554,Female,No,85,Yes,Low,3,0,3,Self-employed,No involvement,No,City,Never,7000
5985,461169,Male,No,39,Yes,Low,2,0,2,Private company,Strong involvement,Yes,City,Never,18349
5986,465515,Female,Yes,47,Yes,High,6,1,1,Private company,Unknown,No,City,Never,8261
5987,465599,Female,Yes,47,Yes,Average,6,1,1,Private company,Some involvement,Yes,City,Intervention in Syria,7000
5988,459562,Male,Yes,59,No,Average,2,1,3,Private company,Strong involvement,Yes,City,Intervention in Iraq,8261
5989,460569,Male,Yes,36,Yes,Average,4,1,1,Private company,Strong involvement,Yes,City,Never,8261
5990,460326,Female,Yes,47,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,14566
5991,463217,Female,Yes,33,Yes,High,1,0,4,Private company,Some involvement,Yes,City,Intervention in Libya,9522
5992,466585,Male,No,18,No,Low,4,0,1,Student,No involvement,Yes,City,Intervention in Syria,8261
5993,459841,Male,Yes,56,Yes,High,3,1,2,Private company,Some involvement,No,City,Never,7000
5994,465950,Female,Yes,52,Yes,Low,2,0,3,Private company,Unknown,No,City,Never,14566
5995,464335,Male,Yes,50,Yes,High,3,1,2,Public company,No involvement,No,City,Never,12044
5996,465212,Male,Yes,46,Yes,High,4,1,2,Public company,No involvement,Yes,City,Never,7000
5997,463965,Male,No,25,Yes,Low,1,0,3,Government,No involvement,No,City,Never,15827
5998,461242,Male,Yes,52,Yes,Low,2,0,3,Private company,Some involvement,No,City,Never,8261
5999,465392,Female,Yes,45,Yes,High,5,1,1,Private company,Unknown,No,City,Never,17088
6000,465135,Female,No,25,No,Low,1,1,3,Private company,No involvement,No,City,Never,8261
6001,459221,Male,Yes,70,No,Low,1,1,7,Private company,Strong involvement,No,City,Never,7000
6002,461815,Male,Yes,55,Yes,Low,1,1,6,Private company,Unknown,Yes,City,Never,8261
6003,464101,Male,Yes,62,Yes,Average,2,1,4,Private company,Strong involvement,No,City,Never,18349
6004,466741,Female,,53,No,Low,2,1,3,Private company,Unknown,No,City,Never,18349
6005,466321,Male,Yes,41,Yes,Low,2,1,3,Private company,Strong involvement,Yes,Country-side,Never,9522
6006,463395,Male,No,31,No,Low,1,1,4,Student,No involvement,No,City,Never,7000
6007,466482,Female,Yes,39,Yes,Average,3,0,2,Nothing,No involvement,Yes,City,Never,7000
6008,467467,Male,No,19,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
6009,465465,Female,Yes,28,Yes,Low,2,1,2,Private company,Unknown,No,City,Never,17088
6010,465547,Female,Yes,68,,Low,1,0,7,Self-employed,No involvement,No,City,Never,7000
6011,462841,Male,No,19,No,Low,6,0,1,Private company,Some involvement,No,City,Never,17088
6012,462880,Male,Yes,25,No,High,3,1,1,Public company,No involvement,No,City,Never,8261
6013,459614,Female,No,43,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,8261
6014,462974,Male,Yes,66,Yes,Low,1,0,7,Self-employed,No involvement,No,City,Never,7000
6015,462432,Male,Yes,37,Yes,Average,2,1,2,Public company,No involvement,No,City,Never,8261
6016,461016,Male,No,32,No,Low,5,0,1,Private company,Some involvement,Yes,City,Never,15827
6017,463938,Male,,28,Yes,Low,2,1,2,Private company,No involvement,Yes,Country-side,Never,8261
6018,461608,Female,Yes,56,Yes,High,4,0,2,Public company,No involvement,Yes,City,Intervention in Syria,7000
6019,466218,Female,,22,No,Low,4,0,1,Private company,Some involvement,Yes,City,Never,13305
6020,462911,Male,Yes,32,Yes,Average,2,0,2,Government,No involvement,No,City,Never,20871
6021,462144,Female,No,39,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,10783
6022,464794,Female,Yes,47,No,Average,,0,,Private company,No involvement,Yes,Country-side,Never,17088
6023,463528,Male,Yes,67,No,High,2,0,4,Public company,No involvement,No,City,Never,7000
6024,460789,Male,Yes,36,Yes,Low,3,0,2,Public company,No involvement,No,City,Never,8261
6025,462952,Male,Yes,46,Yes,Low,,1,,Private company,Strong involvement,No,City,Never,7000
6026,465092,Male,Yes,65,Yes,High,2,1,4,Public company,No involvement,No,City,Never,7000
6027,464763,Female,Yes,49,No,Average,4,1,2,Private company,No involvement,Yes,Country-side,Never,7000
6028,461270,Male,Yes,40,Yes,Low,1,0,4,Private company,Unknown,Yes,City,Never,8261
6029,466271,Male,No,33,No,Low,3,1,2,Private company,Strong involvement,Yes,City,Never,8261
6030,466270,Female,Yes,68,No,Low,2,0,4,Student,No involvement,No,City,Never,7000
6031,465277,Female,No,53,Yes,Low,1,1,6,Private company,No involvement,No,City,Never,7000
6032,460345,Female,Yes,40,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,8261
6033,467033,Male,Yes,37,Yes,Average,2,0,2,Private company,Strong involvement,Yes,City,Never,17088
6034,460818,Female,No,30,Yes,Low,,0,,Private company,Some involvement,Yes,City,Never,17088
6035,463014,Male,Yes,53,Yes,High,3,1,2,Public company,No involvement,No,City,Never,7000
6036,462049,Male,Yes,39,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,24654
6037,462334,Male,No,47,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,18349
6038,460043,Female,Yes,43,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,9522
6039,465008,Female,Yes,70,Yes,High,2,1,4,Private company,Unknown,No,City,Never,7000
6040,464901,Male,Yes,82,No,High,4,0,3,Public company,No involvement,Yes,Country-side,Never,8261
6041,467343,Male,No,72,Yes,Low,1,1,8,Private company,Unknown,No,City,Never,8261
6042,461032,Female,Yes,66,Yes,High,3,1,3,Self-employed,No involvement,No,City,Never,7000
6043,462616,Male,No,30,No,Low,5,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
6044,460304,Female,No,53,No,Low,1,0,6,Self-employed,No involvement,No,City,Never,8261
6045,467834,Female,No,23,No,Low,4,0,1,Private company,Some involvement,Yes,City,Never,7000
6046,462214,Male,Yes,49,No,Low,2,0,3,Government,No involvement,Yes,Country-side,Never,8261
6047,466588,Female,No,22,No,Low,4,0,1,Private company,Some involvement,No,City,Never,18349
6048,461849,Male,No,32,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
6049,459622,Female,No,51,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,9522
6050,463408,Male,No,33,No,Low,3,0,2,Student,No involvement,No,City,Never,9522
6051,459070,Female,Yes,66,No,Low,1,0,7,Self-employed,No involvement,No,City,Never,7000
6052,466378,Male,Yes,58,No,High,3,1,2,Public company,No involvement,No,City,Never,12044
6053,463505,Male,No,31,Yes,Low,1,0,4,Private company,Some involvement,No,City,Never,7000
6054,462119,Male,Yes,71,Yes,Low,2,0,4,Private company,Strong involvement,No,City,Never,7000
6055,463406,Male,No,33,No,Low,4,1,1,Student,No involvement,Yes,City,Never,7000
6056,462302,Female,No,25,No,Low,7,0,1,Government,No involvement,No,City,Never,7000
6057,459564,Male,Yes,80,Yes,Low,1,0,8,Self-employed,No involvement,No,City,Never,9522
6058,462021,Male,Yes,35,No,Low,6,0,1,Private company,No involvement,No,City,Never,8261
6059,461182,Male,No,18,No,Low,,0,,Private company,Some involvement,Yes,City,Never,7000
6060,465965,Female,Yes,41,No,Low,2,0,3,Student,No involvement,No,City,Never,17088
6061,462059,Male,No,47,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,8261
6062,462083,Male,No,19,No,Low,5,0,1,Private company,Some involvement,No,City,Never,8261
6063,459047,Female,No,21,No,Low,5,0,1,Private company,Some involvement,Yes,Country-side,Never,8261
6064,463161,Male,No,35,Yes,Low,2,0,2,Private company,Unknown,Yes,City,Never,8261
6065,461669,Female,Yes,42,No,Average,2,0,3,Private company,No involvement,No,City,Never,7000
6066,463884,Female,No,26,No,Low,1,0,3,Private company,Unknown,No,City,Never,8261
6067,467117,Male,No,48,Yes,Low,1,0,5,Private company,Unknown,No,City,Never,7000
